title,issn_print,issn-l,apc_currency,apc_amount,
Revolutionary Russia,0954-6545,1743-7873,GBP,2295,
Revolutionary Russia,0954-6545,1743-7873,EUR,2650,
Rhetoric Review,0735-0198,1532-7981,USD,2995,
Rhetoric Review,0735-0198,1532-7981,GBP,2295,
Rhetoric Review,0735-0198,1532-7981,EUR,2650,
Rhetoric Society Quarterly,0277-3945,1930-322X,USD,2995,
Rhetoric Society Quarterly,0277-3945,1930-322X,GBP,2295,
Rhetoric Society Quarterly,0277-3945,1930-322X,EUR,2650,
Ribagua,2386-3781,2529-8968,USD,1000,
Ribagua,2386-3781,2529-8968,GBP,770,
Ribagua,2386-3781,2529-8968,EUR,880,
Ringing & Migration,0307-8698,2159-8355,USD,3300,
Ringing & Migration,0307-8698,2159-8355,GBP,2540,
Ringing & Migration,0307-8698,2159-8355,EUR,2920,
RMS: Research in Mathematics & Statistics,n/a,2765-8449,USD,1200,
RMS: Research in Mathematics & Statistics,n/a,2765-8449,GBP,925,
RMS: Research in Mathematics & Statistics,n/a,2765-8449,EUR,1055,
RNA Biology,1547-6286,1555-8584,USD,3500,
RNA Biology,1547-6286,1555-8584,GBP,2690,
RNA Biology,1547-6286,1555-8584,EUR,3095,
Road Materials and Pavement Design,1468-0629,2164-7402,USD,2995,
Road Materials and Pavement Design,1468-0629,2164-7402,GBP,2295,
Road Materials and Pavement Design,1468-0629,2164-7402,EUR,2650,
Rock Music Studies,1940-1159,1940-1167,USD,3300,
Rock Music Studies,1940-1159,1940-1167,GBP,2540,
Rock Music Studies,1940-1159,1940-1167,EUR,2920,
Roeper Review,0278-3193,1940-865X,USD,3300,
Roeper Review,0278-3193,1940-865X,GBP,2540,
Roeper Review,0278-3193,1940-865X,EUR,2920,
Romance Quarterly,0883-1157,1940-3216,USD,2800,
Romance Quarterly,0883-1157,1940-3216,GBP,2155,
Romance Quarterly,0883-1157,1940-3216,EUR,2475,
Romance Studies,0263-9904,1745-8153,USD,2800,
Romance Studies,0263-9904,1745-8153,GBP,2155,
Romance Studies,0263-9904,1745-8153,EUR,2475,
Rural Society,1037-1656,2204-0536,USD,2995,
Rural Society,1037-1656,2204-0536,GBP,2295,
Rural Society,1037-1656,2204-0536,EUR,2650,
Rural Theology,1470-4994,2042-1273,USD,2800,
Rural Theology,1470-4994,2042-1273,GBP,2155,
Rural Theology,1470-4994,2042-1273,EUR,2475,
Russian Journal of Communication,1940-9419,1940-9427,USD,2995,
Russian Journal of Communication,1940-9419,1940-9427,GBP,2295,
Russian Journal of Communication,1940-9419,1940-9427,EUR,2650,
Safety and Reliability,0961-7353,2469-4126,USD,2995,
Safety and Reliability,0961-7353,2469-4126,GBP,2295,
Safety and Reliability,0961-7353,2469-4126,EUR,2650,
Safundi,1753-3171,1543-1304,USD,2995,
Safundi,1753-3171,1543-1304,GBP,2295,
Safundi,1753-3171,1543-1304,EUR,2650,
SAR & QSAR in Environmental Research,1062-936X,1029-046X,USD,3500,
SAR & QSAR in Environmental Research,1062-936X,1029-046X,GBP,2690,
SAR & QSAR in Environmental Research,1062-936X,1029-046X,EUR,3095,
Scandinavian Actuarial Journal,0346-1238,1651-2030,USD,2800,
Scandinavian Actuarial Journal,0346-1238,1651-2030,GBP,2155,
Scandinavian Actuarial Journal,0346-1238,1651-2030,EUR,2475,
Scandinavian Cardiovascular Journal,1401-7431,1651-2006,USD,3300,
Scandinavian Cardiovascular Journal,1401-7431,1651-2006,GBP,2540,
Scandinavian Cardiovascular Journal,1401-7431,1651-2006,EUR,2920,
Scandinavian Economic History Review,0358-5522,1750-2837,USD,2995,
Scandinavian Economic History Review,0358-5522,1750-2837,GBP,2295,
Scandinavian Economic History Review,0358-5522,1750-2837,EUR,2650,
Scandinavian Journal of Clinical and Laboratory Investigation,0036-5513,1502-7686,USD,3300,
Scandinavian Journal of Clinical and Laboratory Investigation,0036-5513,1502-7686,GBP,2540,
Scandinavian Journal of Clinical and Laboratory Investigation,0036-5513,1502-7686,EUR,2920,
Scandinavian Journal of Educational Research,0031-3831,1470-1170,USD,2995,
Scandinavian Journal of Educational Research,0031-3831,1470-1170,GBP,2295,
Scandinavian Journal of Educational Research,0031-3831,1470-1170,EUR,2650,
Scandinavian Journal of Forest Research,0282-7581,1651-1891,USD,3500,
Scandinavian Journal of Forest Research,0282-7581,1651-1891,GBP,2690,
Scandinavian Journal of Forest Research,0282-7581,1651-1891,EUR,3095,
Scandinavian Journal of Gastroenterology,0036-5521,1502-7708,USD,3500,
Scandinavian Journal of Gastroenterology,0036-5521,1502-7708,GBP,2690,
Scandinavian Journal of Gastroenterology,0036-5521,1502-7708,EUR,3095,
Scandinavian Journal of History,0346-8755,1502-7716,USD,2995,
Scandinavian Journal of History,0346-8755,1502-7716,GBP,2295,
Scandinavian Journal of History,0346-8755,1502-7716,EUR,2650,
Scandinavian Journal of Hospitality and Tourism,1502-2250,1502-2269,USD,2995,
Scandinavian Journal of Hospitality and Tourism,1502-2250,1502-2269,GBP,2295,
Scandinavian Journal of Hospitality and Tourism,1502-2250,1502-2269,EUR,2650,
Scandinavian Journal of Occupational Therapy,1103-8128,1651-2014,USD,3300,
Scandinavian Journal of Occupational Therapy,1103-8128,1651-2014,GBP,2540,
Scandinavian Journal of Occupational Therapy,1103-8128,1651-2014,EUR,2920,
Scandinavian Journal of Primary Health Care,0281-3432,1502-7724,USD,1695,
Scandinavian Journal of Primary Health Care,0281-3432,1502-7724,GBP,1305,
Scandinavian Journal of Primary Health Care,0281-3432,1502-7724,EUR,1500,
Scandinavian Journal of Rheumatology,0300-9742,1502-7732,USD,3300,
Scandinavian Journal of Rheumatology,0300-9742,1502-7732,GBP,2540,
Scandinavian Journal of Rheumatology,0300-9742,1502-7732,EUR,2920,
Scandinavian Journal of the Old Testament,0901-8328,1502-7244,USD,2800,
Scandinavian Journal of the Old Testament,0901-8328,1502-7244,GBP,2155,
Scandinavian Journal of the Old Testament,0901-8328,1502-7244,EUR,2475,
Scandinavian Journal of Urology,2168-1805,2168-1813,USD,2995,
Scandinavian Journal of Urology,2168-1805,2168-1813,GBP,2295,
Scandinavian Journal of Urology,2168-1805,2168-1813,EUR,2650,
Scando-Slavica,0080-6765,1600-082X,USD,2500,
Scando-Slavica,0080-6765,1600-082X,GBP,1925,
Scando-Slavica,0080-6765,1600-082X,EUR,2210,
SCHOLE: A Journal of Leisure Studies and Recreation Education,1937-156X,2162-4097,USD,2995,
SCHOLE: A Journal of Leisure Studies and Recreation Education,1937-156X,2162-4097,GBP,2295,
SCHOLE: A Journal of Leisure Studies and Recreation Education,1937-156X,2162-4097,EUR,2650,
School Effectiveness and School Improvement,0924-3453,1744-5124,USD,3500,
School Effectiveness and School Improvement,0924-3453,1744-5124,GBP,2690,
School Effectiveness and School Improvement,0924-3453,1744-5124,EUR,3095,
School Leadership & Management,1363-2434,1364-2626,USD,2995,
School Leadership & Management,1363-2434,1364-2626,GBP,2295,
School Leadership & Management,1363-2434,1364-2626,EUR,2650,
Science & Technology Libraries,0194-262X,1541-1109,USD,2995,
Science & Technology Libraries,0194-262X,1541-1109,GBP,2295,
Science & Technology Libraries,0194-262X,1541-1109,EUR,2650,
Science Activities: Classroom Projects and Curriculum Ideas,0036-8121,1940-1302,USD,2995,
Science Activities: Classroom Projects and Curriculum Ideas,0036-8121,1940-1302,GBP,2295,
Science Activities: Classroom Projects and Curriculum Ideas,0036-8121,1940-1302,EUR,2650,
Science and Medicine in Football,2473-3938,2473-4446,USD,3300,
Science and Medicine in Football,2473-3938,2473-4446,GBP,2540,
Science and Medicine in Football,2473-3938,2473-4446,EUR,2920,
Science and Technology for the Built Environment,2374-4731,2374-474X,USD,1500,
Science and Technology for the Built Environment,2374-4731,2374-474X,GBP,938,
Science and Technology for the Built Environment,2374-4731,2374-474X,EUR,1125,
Science and Technology of Advanced Materials,1468-6996,1878-5514,USD,1200,
Science and Technology of Advanced Materials,1468-6996,1878-5514,GBP,925,
Science and Technology of Advanced Materials,1468-6996,1878-5514,EUR,1060,
Science and Technology of Advanced Materials: Methods,n/a,2766-0400,USD,800,
Science and Technology of Advanced Materials: Methods,n/a,2766-0400,GBP,615,
Science and Technology of Advanced Materials: Methods,n/a,2766-0400,EUR,710,
Science and Technology of Welding and Joining,1362-1718,1743-2936,USD,3500,
Science and Technology of Welding and Joining,1362-1718,1743-2936,GBP,2690,
Science and Technology of Welding and Joining,1362-1718,1743-2936,EUR,3095,
Science as Culture,0950-5431,1470-1189,USD,3300,
Science as Culture,0950-5431,1470-1189,GBP,2540,
Science as Culture,0950-5431,1470-1189,EUR,2920,
Scientific Studies of Reading,1088-8438,1532-799X,USD,2800,
Scientific Studies of Reading,1088-8438,1532-799X,GBP,2155,
Scientific Studies of Reading,1088-8438,1532-799X,EUR,2475,
Scottish Geographical Journal,1470-2541,1751-665X,USD,2800,
Scottish Geographical Journal,1470-2541,1751-665X,GBP,2155,
Scottish Geographical Journal,1470-2541,1751-665X,EUR,2475,
scrutiny2: Issues in English Studies in Southern Africa,1812-5441,1753-5409,USD,2800,
scrutiny2: Issues in English Studies in Southern Africa,1812-5441,1753-5409,GBP,2155,
scrutiny2: Issues in English Studies in Southern Africa,1812-5441,1753-5409,EUR,2475,
Security Studies,0963-6412,1556-1852,GBP,2540,
Security Studies,0963-6412,1556-1852,EUR,2920,
Security Studies,0963-6412,1556-1852,USD,3300,
Self and Identity,1529-8868,1529-8876,USD,2995,
Self and Identity,1529-8868,1529-8876,GBP,2295,
Self and Identity,1529-8868,1529-8876,EUR,2650,
Seminars in Ophthalmology,0882-0538,1744-5205,USD,3500,
Seminars in Ophthalmology,0882-0538,1744-5205,GBP,2690,
Seminars in Ophthalmology,0882-0538,1744-5205,EUR,3095,
Separation and Purification Reviews,1542-2119,1542-2127,USD,3500,
Separation and Purification Reviews,1542-2119,1542-2127,GBP,2690,
Separation and Purification Reviews,1542-2119,1542-2127,EUR,3095,
Separation Science and Technology,0149-6395,1520-5754,USD,3500,
Separation Science and Technology,0149-6395,1520-5754,GBP,2690,
Separation Science and Technology,0149-6395,1520-5754,EUR,3095,
Sequential Analysis,0747-4946,1532-4176,USD,2995,
Sequential Analysis,0747-4946,1532-4176,GBP,2295,
Sequential Analysis,0747-4946,1532-4176,EUR,2650,
Serials Review,0098-7913,1879-095X,USD,2995,
Serials Review,0098-7913,1879-095X,GBP,2295,
Serials Review,0098-7913,1879-095X,EUR,2650,
Services Marketing Quarterly,1533-2969,1533-2977,USD,2995,
Services Marketing Quarterly,1533-2969,1533-2977,GBP,2295,
Services Marketing Quarterly,1533-2969,1533-2977,EUR,2650,
Settler Colonial Studies,2201-473X,1838-0743,USD,2995,
Settler Colonial Studies,2201-473X,1838-0743,GBP,2295,
Settler Colonial Studies,2201-473X,1838-0743,EUR,2650,
Sex Education,1468-1811,1472-0825,USD,3500,
Sex Education,1468-1811,1472-0825,GBP,2690,
Sex Education,1468-1811,1472-0825,EUR,3095,
Sexual and Relationship Therapy,1468-1994,1468-1749,USD,2995,
Sexual and Relationship Therapy,1468-1994,1468-1749,GBP,2295,
Sexual and Relationship Therapy,1468-1994,1468-1749,EUR,2650,
Sexual and Reproductive Health Matters,n/a,2641-0397,USD,1921,
Sexual and Reproductive Health Matters,n/a,2641-0397,GBP,1479,
Sexual and Reproductive Health Matters,n/a,2641-0397,EUR,1700,
Sexual Health & Compulsivity,1072-0162,1532-5318,USD,2995,
Sexual Health & Compulsivity,1072-0162,1532-5318,GBP,2295,
Sexual Health & Compulsivity,1072-0162,1532-5318,EUR,2650,
Shakespeare,1745-0918,1745-0926,USD,3300,
Shakespeare,1745-0918,1745-0926,GBP,2540,
Shakespeare,1745-0918,1745-0926,EUR,2920,
Ship Technology Research,0937-7255,2056-7111,USD,2800,
Ship Technology Research,0937-7255,2056-7111,GBP,2155,
Ship Technology Research,0937-7255,2056-7111,EUR,2475,
Ships and Offshore Structures,1744-5302,1754-212X,USD,2995,
Ships and Offshore Structures,1744-5302,1754-212X,GBP,2295,
Ships and Offshore Structures,1744-5302,1754-212X,EUR,2650,
Sikh Formations,1744-8727,1744-8735,USD,2800,
Sikh Formations,1744-8727,1744-8735,GBP,2155,
Sikh Formations,1744-8727,1744-8735,EUR,2475,
Slavery & Abolition,0144-039X,1743-9523,USD,2995,
Slavery & Abolition,0144-039X,1743-9523,GBP,2295,
Slavery & Abolition,0144-039X,1743-9523,EUR,2650,
Slavic & East European Information Resources,1522-8886,1522-9041,USD,2800,
Slavic & East European Information Resources,1522-8886,1522-9041,GBP,2155,
Slavic & East European Information Resources,1522-8886,1522-9041,EUR,2475,
Slavonica,1361-7427,1745-8145,USD,2500,
Slavonica,1361-7427,1745-8145,GBP,1925,
Slavonica,1361-7427,1745-8145,EUR,2210,
Small Enterprise Research,1321-5906,1175-0979,USD,2995,
Small Enterprise Research,1321-5906,1175-0979,GBP,2295,
Small Enterprise Research,1321-5906,1175-0979,EUR,2650,
Small GTPases,2154-1248,2154-1256,USD,3300,
Small GTPases,2154-1248,2154-1256,GBP,2540,
Small GTPases,2154-1248,2154-1256,EUR,2920,
Small Wars & Insurgencies,0959-2318,1743-9558,USD,2995,
Small Wars & Insurgencies,0959-2318,1743-9558,GBP,2295,
Small Wars & Insurgencies,0959-2318,1743-9558,EUR,2650,
Smart Science,n/a,2308-0477,USD,2800,
Smart Science,n/a,2308-0477,GBP,2155,
Smart Science,n/a,2308-0477,EUR,2475,
Smith College Studies in Social Work,0037-7317,1553-0426,USD,2995,
Smith College Studies in Social Work,0037-7317,1553-0426,GBP,2295,
Smith College Studies in Social Work,0037-7317,1553-0426,EUR,2650,
Soccer and Society,1466-0970,1743-9590,USD,2995,
Soccer and Society,1466-0970,1743-9590,GBP,2295,
Soccer and Society,1466-0970,1743-9590,EUR,2650,
Social & Cultural Geography,1464-9365,1470-1197,USD,3300,
Social & Cultural Geography,1464-9365,1470-1197,GBP,2540,
Social & Cultural Geography,1464-9365,1470-1197,EUR,2920,
Social and Environmental Accountability Journal,0969-160X,2156-2245,USD,2995,
Social and Environmental Accountability Journal,0969-160X,2156-2245,GBP,2295,
Social and Environmental Accountability Journal,0969-160X,2156-2245,EUR,2650,
Social Dynamics,0253-3952,1940-7874,USD,2995,
Social Dynamics,0253-3952,1940-7874,GBP,2295,
Social Dynamics,0253-3952,1940-7874,EUR,2650,
Social Epistemology,0269-1728,1464-5297,USD,2995,
Social Epistemology,0269-1728,1464-5297,GBP,2295,
Social Epistemology,0269-1728,1464-5297,EUR,2650,
Social History,0307-1022,1470-1200,USD,2995,
Social History,0307-1022,1470-1200,GBP,2295,
Social History,0307-1022,1470-1200,EUR,2650,
Social Identities,1350-4630,1363-0296,USD,2995,
Social Identities,1350-4630,1363-0296,GBP,2295,
Social Identities,1350-4630,1363-0296,EUR,2650,
Social Influence,1553-4510,1553-4529,USD,1950,
Social Influence,1553-4510,1553-4529,GBP,1500,
Social Influence,1553-4510,1553-4529,EUR,1725,
Social Movement Studies,1474-2837,1474-2829,USD,2995,
Social Movement Studies,1474-2837,1474-2829,GBP,2295,
Social Movement Studies,1474-2837,1474-2829,EUR,2650,
Social Neuroscience,1747-0919,1747-0927,USD,3500,
Social Neuroscience,1747-0919,1747-0927,GBP,2690,
Social Neuroscience,1747-0919,1747-0927,EUR,3095,
Social Sciences in China,0252-9203,1940-5952,USD,2995,
Social Sciences in China,0252-9203,1940-5952,GBP,2295,
Social Sciences in China,0252-9203,1940-5952,EUR,2650,
Social Semiotics,1035-0330,1470-1219,USD,2800,
Social Semiotics,1035-0330,1470-1219,GBP,2155,
Social Semiotics,1035-0330,1470-1219,EUR,2475,
Social Work Education,0261-5479,1470-1227,USD,2995,
Social Work Education,0261-5479,1470-1227,GBP,2295,
Social Work Education,0261-5479,1470-1227,EUR,2650,
Social Work in Health Care,0098-1389,1541-034X,USD,2995,
Social Work in Health Care,0098-1389,1541-034X,GBP,2295,
Social Work in Health Care,0098-1389,1541-034X,EUR,2650,
Social Work in Mental Health,1533-2985,1533-2993,USD,2995,
Social Work in Mental Health,1533-2985,1533-2993,GBP,2295,
Social Work in Mental Health,1533-2985,1533-2993,EUR,2650,
Social Work in Public Health,1937-1918,1937-190X,USD,2995,
Social Work in Public Health,1937-1918,1937-190X,GBP,2295,
Social Work in Public Health,1937-1918,1937-190X,EUR,2650,
Social Work with Groups,0160-9513,1540-9481,USD,2995,
Social Work with Groups,0160-9513,1540-9481,GBP,2295,
Social Work with Groups,0160-9513,1540-9481,EUR,2650,
Socialism and Democracy,0885-4300,1745-2635,USD,2995,
Socialism and Democracy,0885-4300,1745-2635,GBP,2295,
Socialism and Democracy,0885-4300,1745-2635,EUR,2650,
Society & Natural Resources,0894-1920,1521-0723,USD,3500,
Society & Natural Resources,0894-1920,1521-0723,GBP,2690,
Society & Natural Resources,0894-1920,1521-0723,EUR,3095,
Sociological Spectrum,0273-2173,1521-0707,USD,2995,
Sociological Spectrum,0273-2173,1521-0707,GBP,2295,
Sociological Spectrum,0273-2173,1521-0707,EUR,2650,
Soft Materials,1539-445X,1539-4468,USD,2995,
Soft Materials,1539-445X,1539-4468,GBP,2295,
Soft Materials,1539-445X,1539-4468,EUR,2650,
Soil and Sediment Contamination,1532-0383,1549-7887,USD,2995,
Soil and Sediment Contamination,1532-0383,1549-7887,GBP,2295,
Soil and Sediment Contamination,1532-0383,1549-7887,EUR,2650,
Soil Science and Plant Nutrition,0038-0768,1747-0765,USD,2995,
Soil Science and Plant Nutrition,0038-0768,1747-0765,GBP,2295,
Soil Science and Plant Nutrition,0038-0768,1747-0765,EUR,2650,
Solvent Extraction and Ion Exchange,0736-6299,1532-2262,USD,3500,
Solvent Extraction and Ion Exchange,0736-6299,1532-2262,GBP,2690,
Solvent Extraction and Ion Exchange,0736-6299,1532-2262,EUR,3095,
Somatosensory & Motor Research,0899-0220,1369-1651,USD,3300,
Somatosensory & Motor Research,0899-0220,1369-1651,GBP,2540,
Somatosensory & Motor Research,0899-0220,1369-1651,EUR,2920,
Souls,1099-9949,1548-3843,USD,3300,
Souls,1099-9949,1548-3843,GBP,2540,
Souls,1099-9949,1548-3843,EUR,2920,
Sound Studies,2055-1940,2055-1959,GBP,2295,
Sound Studies,2055-1940,2055-1959,EUR,2650,
Sound Studies,2055-1940,2055-1959,USD,2995,
South African Geographical Journal,0373-6245,2151-2418,USD,2800,
South African Geographical Journal,0373-6245,2151-2418,GBP,2155,
South African Geographical Journal,0373-6245,2151-2418,EUR,2475,
South African Historical Journal,0258-2473,1726-1686,USD,2995,
South African Historical Journal,0258-2473,1726-1686,GBP,2295,
South African Historical Journal,0258-2473,1726-1686,EUR,2650,
South African Journal of Accounting Research,1029-1954,2376-3981,USD,2800,
South African Journal of Accounting Research,1029-1954,2376-3981,GBP,2155,
South African Journal of Accounting Research,1029-1954,2376-3981,EUR,2475,
South African Journal of African Languages,0257-2117,2305-1159,USD,2500,
South African Journal of African Languages,0257-2117,2305-1159,GBP,1925,
South African Journal of African Languages,0257-2117,2305-1159,EUR,2210,
South African Journal of Clinical Nutrition,1607-0658,2221-1268,USD,1500,
South African Journal of Clinical Nutrition,1607-0658,2221-1268,GBP,1155,
South African Journal of Clinical Nutrition,1607-0658,2221-1268,EUR,1325,
South African Journal of International Affairs,1022-0461,1938-0275,USD,2995,
South African Journal of International Affairs,1022-0461,1938-0275,GBP,2295,
South African Journal of International Affairs,1022-0461,1938-0275,EUR,2650,
South African Journal of Philosophy,0258-0136,2073-4867,USD,2800,
South African Journal of Philosophy,0258-0136,2073-4867,GBP,2155,
South African Journal of Philosophy,0258-0136,2073-4867,EUR,2475,
South African Journal of Plant and Soil,0257-1862,2167-034X,USD,2995,
South African Journal of Plant and Soil,0257-1862,2167-034X,GBP,2295,
South African Journal of Plant and Soil,0257-1862,2167-034X,EUR,2650,
South African Journal on Human Rights,0258-7203,1996-2126,USD,3300,
South African Journal on Human Rights,0258-7203,1996-2126,GBP,2540,
South African Journal on Human Rights,0258-7203,1996-2126,EUR,2920,
South African Review of Sociology,2152-8586,2072-1978,USD,2995,
South African Review of Sociology,2152-8586,2072-1978,GBP,2295,
South African Review of Sociology,2152-8586,2072-1978,EUR,2650,
South African Theatre Journal,1013-7548,2163-7660,USD,2250,
South African Theatre Journal,1013-7548,2163-7660,GBP,1730,
South African Theatre Journal,1013-7548,2163-7660,EUR,1990,
South Asia: Journal of South Asian Studies,0085-6401,1479-0270,USD,2995,
South Asia: Journal of South Asian Studies,0085-6401,1479-0270,GBP,2295,
South Asia: Journal of South Asian Studies,0085-6401,1479-0270,EUR,2650,
South Asian Diaspora,1943-8192,1943-8184,USD,2995,
South Asian Diaspora,1943-8192,1943-8184,GBP,2295,
South Asian Diaspora,1943-8192,1943-8184,EUR,2650,
South Asian History and Culture,1947-2498,1947-2501,USD,2800,
South Asian History and Culture,1947-2498,1947-2501,GBP,2155,
South Asian History and Culture,1947-2498,1947-2501,EUR,2475,
South Asian Popular Culture,1474-6689,1474-6697,USD,2995,
South Asian Popular Culture,1474-6689,1474-6697,GBP,2295,
South Asian Popular Culture,1474-6689,1474-6697,EUR,2650,
South Asian Studies,0266-6030,2153-2699,USD,2800,
South Asian Studies,0266-6030,2153-2699,GBP,2155,
South Asian Studies,0266-6030,2153-2699,EUR,2475,
South East Asia Research,0967-828X,2043-6874,USD,2995,
South East Asia Research,0967-828X,2043-6874,GBP,2295,
South East Asia Research,0967-828X,2043-6874,EUR,2650,
South European Society and Politics,1360-8746,1743-9612,USD,2995,
South European Society and Politics,1360-8746,1743-9612,GBP,2295,
South European Society and Politics,1360-8746,1743-9612,EUR,2650,
Southeast European and Black Sea Studies,1468-3857,1743-9639,USD,3300,
Southeast European and Black Sea Studies,1468-3857,1743-9639,GBP,2540,
Southeast European and Black Sea Studies,1468-3857,1743-9639,EUR,2920,
Southeastern Archaeology,0734-578X,2168-4723,USD,2800,
Southeastern Archaeology,0734-578X,2168-4723,GBP,2155,
Southeastern Archaeology,0734-578X,2168-4723,EUR,2475,
Southern African Journal of Gynaecological Oncology,2074-2835,2220-105X,USD,1500,
Southern African Journal of Gynaecological Oncology,2074-2835,2220-105X,GBP,1155,
Southern African Journal of Gynaecological Oncology,2074-2835,2220-105X,EUR,1325,
Southern African Linguistics and Applied Language Studies,1607-3614,1727-9461,USD,2800,
Southern African Linguistics and Applied Language Studies,1607-3614,1727-9461,GBP,2155,
Southern African Linguistics and Applied Language Studies,1607-3614,1727-9461,EUR,2475,
Southern Communication Journal,1041-794X,1930-3203,USD,2995,
Southern Communication Journal,1041-794X,1930-3203,GBP,2295,
Southern Communication Journal,1041-794X,1930-3203,EUR,2650,
Southern Forests: a Journal of Forest Science,2070-2620,2070-2639,USD,2995,
Southern Forests: a Journal of Forest Science,2070-2620,2070-2639,GBP,2295,
Southern Forests: a Journal of Forest Science,2070-2620,2070-2639,EUR,2650,
Space and Polity,1356-2576,1470-1235,USD,2800,
Space and Polity,1356-2576,1470-1235,GBP,2155,
Space and Polity,1356-2576,1470-1235,EUR,2475,
Spanish Journal of Finance and Accounting / Revista Espanola de Financiacion y Contabilidad,0210-2412,2332-0753,USD,2800,
Spanish Journal of Finance and Accounting / Revista Espanola de Financiacion y Contabilidad,0210-2412,2332-0753,GBP,2155,
Spanish Journal of Finance and Accounting / Revista Espanola de Financiacion y Contabilidad,0210-2412,2332-0753,EUR,2475,
Spatial Cognition & Computation,1387-5868,1542-7633,USD,2995,
Spatial Cognition & Computation,1387-5868,1542-7633,GBP,2295,
Spatial Cognition & Computation,1387-5868,1542-7633,EUR,2650,
Spatial Economic Analysis,1742-1772,1742-1780,USD,2800,
Spatial Economic Analysis,1742-1772,1742-1780,GBP,2155,
Spatial Economic Analysis,1742-1772,1742-1780,EUR,2475,
Special Operations Journal,2329-6151,2372-2657,USD,2995,
Special Operations Journal,2329-6151,2372-2657,GBP,2295,
Special Operations Journal,2329-6151,2372-2657,EUR,2650,
Spectroscopy Letters,0038-7010,1532-2289,USD,3300,
Spectroscopy Letters,0038-7010,1532-2289,GBP,2540,
Spectroscopy Letters,0038-7010,1532-2289,EUR,2920,
"Speech, Language and Hearing",2050-571X,2050-5728,USD,2995,
"Speech, Language and Hearing",2050-571X,2050-5728,GBP,2295,
"Speech, Language and Hearing",2050-571X,2050-5728,EUR,2650,
Sport in History,1746-0263,1746-0271,USD,2995,
Sport in History,1746-0263,1746-0271,GBP,2295,
Sport in History,1746-0263,1746-0271,EUR,2650,
Sport in Society,1743-0437,1743-0445,USD,2995,
Sport in Society,1743-0437,1743-0445,GBP,2295,
Sport in Society,1743-0437,1743-0445,EUR,2650,
Sport Management Review,1441-3523,1839-2083,USD,2995,
Sport Management Review,1441-3523,1839-2083,GBP,2295,
Sport Management Review,1441-3523,1839-2083,EUR,2650,
"Sport, Education and Society",1357-3322,1470-1243,USD,3500,
"Sport, Education and Society",1357-3322,1470-1243,GBP,2690,
"Sport, Education and Society",1357-3322,1470-1243,EUR,3095,
Sports Biomechanics,1476-3141,1752-6116,USD,3500,
Sports Biomechanics,1476-3141,1752-6116,GBP,2690,
Sports Biomechanics,1476-3141,1752-6116,EUR,3095,
Sports Coaching Review,2164-0629,2164-0637,USD,2995,
Sports Coaching Review,2164-0629,2164-0637,GBP,2295,
Sports Coaching Review,2164-0629,2164-0637,EUR,2650,
Stanislavski Studies,2056-7790,2054-4170,USD,2250,
Stanislavski Studies,2056-7790,2054-4170,GBP,1730,
Stanislavski Studies,2056-7790,2054-4170,EUR,1990,
STAR: Science & Technology of Archaeological Research,n/a,2054-8923,USD,1000,
STAR: Science & Technology of Archaeological Research,n/a,2054-8923,GBP,770,
STAR: Science & Technology of Archaeological Research,n/a,2054-8923,EUR,885,
Statistical Theory and Related Fields,2475-4269,2475-4277,USD,2800,
Statistical Theory and Related Fields,2475-4269,2475-4277,GBP,2155,
Statistical Theory and Related Fields,2475-4269,2475-4277,EUR,2475,
Statistics,0233-1888,1029-4910,USD,2995,
Statistics,0233-1888,1029-4910,GBP,2295,
Statistics,0233-1888,1029-4910,EUR,2650,
Statistics and Public Policy,n/a,2330-443X,USD,0,
Statistics and Public Policy,n/a,2330-443X,GBP,0,
Statistics and Public Policy,n/a,2330-443X,EUR,0,
Statistics in Biopharmaceutical Research,n/a,1946-6315,USD,2995,
Statistics in Biopharmaceutical Research,n/a,1946-6315,GBP,2295,
Statistics in Biopharmaceutical Research,n/a,1946-6315,EUR,2650,
Stochastic Analysis and Applications,0736-2994,1532-9356,USD,2995,
Stochastic Analysis and Applications,0736-2994,1532-9356,GBP,2295,
Stochastic Analysis and Applications,0736-2994,1532-9356,EUR,2650,
Stochastic Models,1532-6349,1532-4214,USD,2995,
Stochastic Models,1532-6349,1532-4214,GBP,2295,
Stochastic Models,1532-6349,1532-4214,EUR,2650,
Stochastics,1744-2508,1744-2516,USD,2995,
Stochastics,1744-2508,1744-2516,GBP,2295,
Stochastics,1744-2508,1744-2516,EUR,2650,
Strabismus,0927-3972,1744-5132,USD,2995,
Strabismus,0927-3972,1744-5132,GBP,2295,
Strabismus,0927-3972,1744-5132,EUR,2650,
Strategic Analysis,0970-0161,1754-0054,USD,2995,
Strategic Analysis,0970-0161,1754-0054,GBP,2295,
Strategic Analysis,0970-0161,1754-0054,EUR,2650,
Strategies,0892-4562,2168-3778,USD,2995,
Strategies,0892-4562,2168-3778,GBP,2295,
Strategies,0892-4562,2168-3778,EUR,2650,
Stress,1025-3890,1607-8888,USD,3900,
Stress,1025-3890,1607-8888,GBP,3000,
Stress,1025-3890,1607-8888,EUR,3450,
Structural Engineering International,1016-8664,1683-0350,USD,2995,
Structural Engineering International,1016-8664,1683-0350,GBP,2295,
Structural Engineering International,1016-8664,1683-0350,EUR,2650,
Structural Equation Modeling,1070-5511,1532-8007,USD,3500,
