issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094-0496,American ethnologist,,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15481425/about/author-guidelines,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15481425/editorial-board/editorial-board,https://www.facebook.com/americanethnologist/,https://anthrosource.onlinelibrary.wiley.com/journal/15481425,,American Ethnological Society (AES),American Anthropological Association (AAA),,http://americanethnologist.org/,https://www.americananthro.org/,,https://twitter.com/AmEthno?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.wikidata.org/wiki/Q15762644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600-6135,American journal of transplantation,,,https://onlinelibrary.wiley.com/page/journal/16006143/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16006143,,,,,,,,,https://www.wikidata.org/wiki/Q4744273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-5074,Design management journal,,https://onlinelibrary.wiley.com/page/journal/19487177/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19487177/homepage/editorialboard,,https://onlinelibrary.wiley.com/journal/19487177,,Design Management Institute (DMI),,,https://www.dmi.org/,,,,https://www.wikidata.org/wiki/Q15764904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0006-3606,Biotropica,,https://onlinelibrary.wiley.com/page/journal/17447429/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17447429/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17447429,,Association for Tropical Biology and Conservation,,,https://tropicalbiology.org/,,,https://twitter.com/biotropica,https://www.wikidata.org/wiki/Q4915383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0149-6085,Journal of food safety,,https://onlinelibrary.wiley.com/page/journal/17454565/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17454565/homepage/editorialboard.html,https://facebook.com/profile.php?id=257141481069908,https://onlinelibrary.wiley.com/journal/17454565,,,,,,,,,https://www.wikidata.org/wiki/Q15716288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035-8894,Transactions of the Royal Entomological Society of London,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q21385808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356-7500,Child & family social work,,https://onlinelibrary.wiley.com/page/journal/13652206/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652206/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652206,,,,,,,,,https://www.wikidata.org/wiki/Q15759305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360-2322,Journal of applied research in intellectual disabilities,,https://onlinelibrary.wiley.com/page/journal/14683148/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14683148/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14683148,,,,,,,,https://twitter.com/_jarid_,https://www.wikidata.org/wiki/Q15753765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046-5070,Freshwater biology,,https://onlinelibrary.wiley.com/page/journal/13652427/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652427/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652427,,,,,,,,,https://www.wikidata.org/wiki/Q15763798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0020-8701,International social science journal,,https://onlinelibrary.wiley.com/page/journal/14682451/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14682451/homepage/editorialboard.html,https://www.facebook.com/ISSJEditor/,https://onlinelibrary.wiley.com/journal/14682451,,,,,,,,https://twitter.com/issj_editor,https://www.wikidata.org/wiki/Q15760692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556-6617,El Mensajero,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96697459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028-4289,New Blackfriars,,https://onlinelibrary.wiley.com/page/journal/17412005/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17412005/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17412005,,English Province of the Order,,,http://english.op.org/,,,,https://www.wikidata.org/wiki/Q15745414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740-1453,Journal of empirical legal studies,,https://onlinelibrary.wiley.com/page/journal/17401461/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17401461/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17401461,,The Society for Empirical Legal Studies,,,http://www.lawschool.cornell.edu/SELS/,,,,https://www.wikidata.org/wiki/Q6295146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930-7381,Obesity,,https://onlinelibrary.wiley.com/page/journal/1930739x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1930739x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1930739X,,The Obesity Society,,,http://www.obesity.org/,,,,https://www.wikidata.org/wiki/Q15763232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0963-8008,"Financial markets, institutions & instruments",,https://onlinelibrary.wiley.com/page/journal/14680416/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14680416/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14680416,,,,,,,,,https://www.wikidata.org/wiki/Q15762233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0952-0481,British journal of addiction,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27709971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360-1261,Journal of proceedings of the Agricultural Economics Society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96148707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355-4905,Curtis's botanical magazine,,https://onlinelibrary.wiley.com/page/journal/14678748/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14678748/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678748,,"Royal Botanic Gardens, Kew",,,https://www.kew.org/,,,,https://www.wikidata.org/wiki/Q2269599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046-7688,SVA newsletter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0969-997X,Fisheries management and ecology,,https://onlinelibrary.wiley.com/page/journal/13652400/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652400/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652400,,,,,,,,,https://www.wikidata.org/wiki/Q15765717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0951-0605,Children & society,,https://onlinelibrary.wiley.com/page/journal/10990860/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10990860/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10990860,,National Children's Bureau,,,http://www.ncb.org.uk/,,,https://twitter.com/cands_journal,https://www.wikidata.org/wiki/Q5098286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047-2786,Journal of social philosophy,,https://onlinelibrary.wiley.com/page/journal/14679833/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679833/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679833,,North American Society for Social Philosophy,,,http://www.northamericansocietyforsocialphilosophy.org/,,,,https://www.wikidata.org/wiki/Q15767681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004-0894,Area,,https://rgs-ibg.onlinelibrary.wiley.com/hub/journal/14754762/homepage/forauthors.html,https://rgs-ibg.onlinelibrary.wiley.comundefined,,https://rgs-ibg.onlinelibrary.wiley.com/journal/14754762,,,,,,,,,https://www.wikidata.org/wiki/Q4788511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320-7881,Nursing inquiry,,https://onlinelibrary.wiley.com/page/journal/14401800/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14401800/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14401800,,,,,,,,https://twitter.com/NursingInquiry,https://www.wikidata.org/wiki/Q15750871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368-4868,Teaching theology & religion,,https://onlinelibrary.wiley.com/page/journal/14679647/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679647/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679647,,Graduate Theological Union,,,https://www.gtu.edu/,,,,https://www.wikidata.org/wiki/Q15766683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0365-4184,Acta pathologica et microbiologica Scandinavica. Section A. Pathology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27708779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398-5647,Bipolar disorders,,https://onlinelibrary.wiley.com/page/journal/13995618/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13995618/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13995618,,International Society for Bipolar Disorders,,,http://www.isbd.org/,,,,https://www.wikidata.org/wiki/Q15716681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-1873,Contact dermatitis,,https://onlinelibrary.wiley.com/page/journal/16000536/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/16000536/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16000536,,European Society of Contact Dermatitis,,,https://www.escd.org/,,,,https://www.wikidata.org/wiki/Q2757134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750-4708,Negotiation and conflict management research,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15754357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044-3581,Zeitschrift für Tierzüchtung und Züchtungsbiologie,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27713942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0893-8849,Journal of the World Aquaculture Society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15756309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0818-3023,Business archives and history,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96698684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364-3703,Molecular plant pathology,,,,,,https://www.linkedin.com/company/molecular-plant-pathology,,,,,,,https://twitter.com/mppjournal,https://www.wikidata.org/wiki/Q11937220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0823-9150,Contemporary accounting research,,https://onlinelibrary.wiley.com/page/journal/19113846/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19113846/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19113846,https://www.linkedin.com/showcase/car-rcc/?originalSubdomain=ca,Canadian Academic Accounting Association (CAAA),,,https://www.caaa.ca/,,,https://twitter.com/car_rcc_journal,https://www.wikidata.org/wiki/Q5164954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369-1686,Sexual dysfunction (Print),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96730653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-2526,Studies in applied mathematics,,https://onlinelibrary.wiley.com/page/journal/14679590/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679590/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679590,,,,,,,,,https://www.wikidata.org/wiki/Q7628049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672-9609,Insect science,,https://onlinelibrary.wiley.com/page/journal/17447917/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17447917/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17447917,,Entomological Society of China,,,http://entsoc.ioz.ac.cn/,,,,https://www.wikidata.org/wiki/Q15760066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021-8294,Journal for the scientific study of religion,,https://onlinelibrary.wiley.com/page/journal/14685906/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14685906/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14685906,,Society for the Scientific Study of Religion,,,https://sssreligion.org/,,,https://twitter.com/jssrjournal,https://www.wikidata.org/wiki/Q6294702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320-5455,Journal of quality in clinical practice,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27714143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0250-8052,Bulletin OEPP,EPPO Bulletin,https://onlinelibrary.wiley.com/page/journal/13652338/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652338/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652338,,European and Mediterranean Plant Protection Organization,,,http://www.eppo.int/,,,,https://www.wikidata.org/wiki/Q15765853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0012-2033,Dialog,,https://onlinelibrary.wiley.com/page/journal/15406385/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15406385/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15406385,,,,,,,,,https://www.wikidata.org/wiki/Q15816429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0279-0750,Pacific philosophical quarterly,,https://onlinelibrary.wiley.com/page/journal/14680114/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14680114/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14680114,,,,,,,,,https://www.wikidata.org/wiki/Q7122621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004-9018,The Australian economic review,,https://onlinelibrary.wiley.com/page/journal/14678462/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14678462/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678462,,The Melbourne Institute,,,http://melbourneinstitute.unimelb.edu.au/,,,,https://www.wikidata.org/wiki/Q15764545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035-8811,The Australian journal of anthropology,,https://onlinelibrary.wiley.com/page/journal/17576547/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17576547/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17576547,,Australian Anthropological Society,,,http://www.aas.asn.au/,,,https://twitter.com/journaltaja,https://www.wikidata.org/wiki/Q7714929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141-6707,African journal of ecology,,https://onlinelibrary.wiley.com/page/journal/13652028/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652028/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652028,,East African Wildlife Society,,,http://www.eawildlife.org/index.php,,,,https://www.wikidata.org/wiki/Q4689814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008-8994,Centaurus,,https://onlinelibrary.wiley.com/page/journal/16000498/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/16000498/homepage/editorialboard.html,https://www.facebook.com/CentaurusESHS/posts/?ref=page_internal,https://onlinelibrary.wiley.com/journal/16000498,,European Society for the History of Science,,,http://www.eshs.org/,,,https://twitter.com/centaurus_eshs,https://www.wikidata.org/wiki/Q1053506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0591-2385,Zygon,,https://onlinelibrary.wiley.com/page/journal/14679744/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679744/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679744,,Institute on Religion in an Age of Science,Center for Advanced Study in Religion and Science,International Society for Science and Religion,http://www.iras.org/,http://www.casiras.org/,https://www.issr.org.uk/,https://twitter.com/zygonjournal,https://www.wikidata.org/wiki/Q8075881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049-6060,Geoscience data journal,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q50640919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396-5883,European journal of dental education,,https://onlinelibrary.wiley.com/page/journal/16000579/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/16000579/homepage/editorialboard.html,https://www.facebook.com/pages/European-journal-of-dental-education-official-journal-of-the-Association-for-Dental-Education-in-Europe/289681584468359,https://onlinelibrary.wiley.com/journal/16000579,,Association for Dental Education in Europe,,,http://www.adee.org/index.html,,,,https://www.wikidata.org/wiki/Q15758140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0026-7902,The Modern language journal,,https://onlinelibrary.wiley.com/page/journal/15404781/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15404781/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15404781,,National Federation of Modern Language Teachers Associations,,,https://onlinelibrary.wiley.com/page/journal/15404781/homepage/Society.html,,,,https://www.wikidata.org/wiki/Q15710053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355-6215,Addiction biology,,https://onlinelibrary.wiley.com/page/journal/13691600/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13691600/homepage/editorialboard.html,https://www.facebook.com/pages/Addiction-Biology/158270150892309,https://onlinelibrary.wiley.com/journal/13691600,,Society for the Study of Addiction,,,http://www.addiction-ssa.org/,,,,https://www.wikidata.org/wiki/Q4681109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0027-4909,The Muslim world,,https://onlinelibrary.wiley.com/page/journal/14781913/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14781913/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14781913,,The Hartford Seminary,,,https://www.hartsem.edu/,,,,https://www.wikidata.org/wiki/Q15758956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755-5930,CNS neuroscience & therapeutics,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5013184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305-1838,Mammal review,,https://onlinelibrary.wiley.com/page/journal/13652907/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652907/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652907,,The Mammal Society,,,https://www.mammal.org.uk/,,,,https://www.wikidata.org/wiki/Q1783633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759-6831,Journal of systematics and evolution,,https://onlinelibrary.wiley.com/page/journal/17596831/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17596831/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17596831,,Botanical Society of China,,,http://http//www.botany.org.cn/,,,https://www.wikidata.org/wiki/Q15733644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0931-2668,Journal of animal breeding and genetics,,https://onlinelibrary.wiley.com/page/journal/14390388/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14390388/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14390388,,,,,,,,,https://www.wikidata.org/wiki/Q5493137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097-3923,Journal of public economic theory,,https://onlinelibrary.wiley.com/page/journal/14679779/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679779/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679779,,,,,,,,,https://www.wikidata.org/wiki/Q6295825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0269-1213,Renaissance studies,,https://onlinelibrary.wiley.com/page/journal/14774658/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14774658/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14774658,,Society for Renaissance Studies,,,https://www.rensoc.org.uk/,,,,https://www.wikidata.org/wiki/Q15746690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541-4337,Comprehensive reviews in food science and food safety,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5156991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0308-0110,Medical education,,https://onlinelibrary.wiley.com/page/journal/13652923/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652923/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652923,,Association for the Study of Medical Education,,,http://www.asme.org.uk/,,,https://twitter.com/meded_journal,https://www.wikidata.org/wiki/Q15762156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035-6851,Emergency medicine,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27714922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0266-7177,Modern theology,,https://onlinelibrary.wiley.com/page/journal/14680025/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14680025/homepage/editorialboard.html,https://www.facebook.com/profile.php?id=106065469434184,https://onlinelibrary.wiley.com/journal/14680025,,,,,,,,,https://www.wikidata.org/wiki/Q6888892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463-6786,The Manchester School,,https://onlinelibrary.wiley.com/page/journal/14679957/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679957/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679957,,,,,,,,,https://www.wikidata.org/wiki/Q4043675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002-7294,American anthropologist,,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15481433/about/author-guidelines,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15481433/editorial-board/editorial-board,https://www.facebook.com/amanthrojournal/,https://anthrosource.onlinelibrary.wiley.com/journal/15481433,,American Anthropological Association (AAA),,,https://www.americananthro.org/,,,https://twitter.com/amethno?lang=en,https://www.wikidata.org/wiki/Q4579783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0090-5224,Poe studies,,,,https://www.facebook.com/poestudies/,,,,,,,,,,https://www.wikidata.org/wiki/Q96726563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303-6987,Journal of cutaneous pathology,,https://onlinelibrary.wiley.com/page/journal/16000560/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/16000560/homepage/editorialboard.html,https://www.facebook.com/jcutanpathol/,https://onlinelibrary.wiley.com/journal/16000560,,The American Society of Dermatopathology,,,http://www.asdp.org/,,,https://twitter.com/jcutaneouspath,https://www.wikidata.org/wiki/Q15749389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0025-2328,Mankind (Sydney),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27717987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752-458X,Insect conservation and diversity,,https://onlinelibrary.wiley.com/page/journal/17524598/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17524598/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17524598,,The Royal Entomological Society,,,https://www.royensoc.co.uk/,,,https://twitter.com/insectdiversity?lang=en,https://www.wikidata.org/wiki/Q15760625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074-3529,Contemporary economic policy,,https://onlinelibrary.wiley.com/page/journal/14657287/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/14657287/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/14657287,,Western Economic Association International,,,https://www.weai.org/,,,https://twitter.com/cep_weai,https://www.wikidata.org/wiki/Q5164975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541-6151,Anthropology news,,,,,,https://www.linkedin.com/showcase/anthropology-news/about/,,,,,,,https://twitter.com/news4anthros,https://www.wikidata.org/wiki/Q53952408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803-5253,Acta paediatrica,ACTA PAEDIATRICA: NURTURING THE CHILD,,https://onlinelibrary.wiley.com/page/journal/16512227/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16512227,,,,,,,,,https://www.wikidata.org/wiki/Q4676739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062-1938,Communicator,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96702183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001-690X,Acta psychiatrica Scandinavica,,https://onlinelibrary.wiley.com/page/journal/16000447/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/16000447/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16000447,,,,,,,,https://twitter.com/actapsychscand,https://www.wikidata.org/wiki/Q4033348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032-1877,Poe newsletter,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96726560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520-8583,Philosophical perspectives,,https://onlinelibrary.wiley.com/page/journal/15208583/homepage/forauthors.html,https://onlinelibrary.wiley.comundefined,,https://onlinelibrary.wiley.com/journal/15208583,,,,,,,,,https://www.wikidata.org/wiki/Q7186177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943-0779,Asian politics & policy,,https://onlinelibrary.wiley.com/page/journal/19430787/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19430787/homepage/editorialboard.html,https://www.facebook.com/APP.wiley/,https://onlinelibrary.wiley.com/journal/19430787,,Policy Studies Organization,,,http://www.ipsonet.org/,,,https://twitter.com/asianpol,https://www.wikidata.org/wiki/Q15716511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
